Date,Upload Date,Channel,Video,Views
2021-10-12,2010-09-23,Carrie Underwood,Mama's Song,53708069
2021-10-12,2011-07-28,Brad Paisley,Remind Me,141137283
2021-10-12,2012-03-12,Carrie Underwood,Good Girl,38927439
2021-10-12,2012-08-01,Carrie Underwood,Blown Away,52006737
2021-10-12,2013-01-23,Carrie Underwood,Two Black Cadillacs,51042443
2021-10-12,2013-06-07,Carrie Underwood,See You Again,47789587
2021-10-12,2014-06-26,Miranda Lambert,Somethin' Bad,133647647
2021-10-12,2014-11-06,Carrie Underwood,Something in the Water,33709874
2021-10-12,2015-01-31,Carrie Underwood,Little Toy Guns,22226891
2021-10-12,2015-08-25,Carrie Underwood,Smoke Break,19993402
2021-10-12,2015-12-02,Carrie Underwood,Heartbeat,22625117
2021-10-12,2016-05-12,Carrie Underwood,Church Bells,51877675
2021-10-12,2016-10-13,Carrie Underwood,Dirty Laundry,40542047
2021-10-12,2018-05-06,Carrie Underwood,Cry Pretty,21130262
2021-10-12,2018-09-11,Carrie Underwood,Love Wins,14634677
2021-10-12,2019-06-07,Carrie Underwood,Southbound,17795401
2021-10-12,2019-11-20,Carrie Underwood,Drinking Alone,15156093
2021-10-12,2020-11-20,Carrie Underwood,Hallelujah,7435563
2021-10-12,2021-09-08,Jason Aldean,If I Didn't Love You,2797132
2021-10-14,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",74245533
2021-10-14,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22038927
2021-10-14,2009-10-02,Carrie Underwood,Before He Cheats,139306281
2021-10-14,2009-10-02,Carrie Underwood,Wasted,30493270
2021-10-14,2009-10-02,Carrie Underwood,So Small,32347072
2021-10-14,2009-10-02,Carrie Underwood,All-American Girl,35928038
2021-10-14,2009-10-02,Carrie Underwood,Last Name,27246361
2021-10-14,2009-10-02,Carrie Underwood,Just A Dream,86861694
2021-10-14,2017-12-04,Carrie Underwood,I Told You So,3049313
2021-10-14,2009-11-14,Carrie Underwood,Cowboy Casanova,38602424
2021-10-14,2010-01-20,Carrie Underwood,Temporary Home,46597771
2021-10-14,2010-05-11,Carrie Underwood,Undo It,14501968
2021-10-14,2010-09-23,Carrie Underwood,Mama's Song,53719613
2021-10-14,2011-07-28,Brad Paisley,Remind Me,141179545
2021-10-14,2012-03-12,Carrie Underwood,Good Girl,38938900
2021-10-14,2012-08-01,Carrie Underwood,Blown Away,52024164
2021-10-14,2013-01-23,Carrie Underwood,Two Black Cadillacs,51071070
2021-10-14,2013-06-07,Carrie Underwood,See You Again,47799219
2021-10-14,2014-06-26,Miranda Lambert,Somethin' Bad,133700149
2021-10-14,2014-11-06,Carrie Underwood,Something in the Water,33718113
2021-10-14,2015-01-31,Carrie Underwood,Little Toy Guns,22234190
2021-10-14,2015-08-25,Carrie Underwood,Smoke Break,19996366
2021-10-14,2015-12-02,Carrie Underwood,Heartbeat,22630243
2021-10-14,2016-05-12,Carrie Underwood,Church Bells,51893997
2021-10-14,2016-10-13,Carrie Underwood,Dirty Laundry,40552375
2021-10-14,2018-05-06,Carrie Underwood,Cry Pretty,21134704
2021-10-14,2018-09-11,Carrie Underwood,Love Wins,14639934
2021-10-14,2019-06-07,Carrie Underwood,Southbound,17800496
2021-10-14,2019-11-20,Carrie Underwood,Drinking Alone,15164981
2021-10-14,2020-11-20,Carrie Underwood,Hallelujah,7446296
2021-10-14,2021-09-08,Jason Aldean,If I Didn't Love You,2953488
2021-10-17,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",74302835
2021-10-17,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22043180
2021-10-17,2009-10-02,Carrie Underwood,Before He Cheats,139398152
2021-10-17,2009-10-02,Carrie Underwood,Wasted,30499004
2021-10-17,2009-10-02,Carrie Underwood,So Small,32353208
2021-10-17,2009-10-02,Carrie Underwood,All-American Girl,35938492
2021-10-17,2009-10-02,Carrie Underwood,Last Name,27254981
2021-10-17,2009-10-02,Carrie Underwood,Just A Dream,86881355
2021-10-17,2017-12-04,Carrie Underwood,I Told You So,3058953
2021-10-17,2009-11-14,Carrie Underwood,Cowboy Casanova,38614669
2021-10-17,2010-01-20,Carrie Underwood,Temporary Home,46611810
2021-10-17,2010-05-11,Carrie Underwood,Undo It,14507934
2021-10-17,2010-09-23,Carrie Underwood,Mama's Song,53736576
2021-10-17,2011-07-28,Brad Paisley,Remind Me,141242647
2021-10-17,2012-03-12,Carrie Underwood,Good Girl,38956778
2021-10-17,2012-08-01,Carrie Underwood,Blown Away,52048616
2021-10-17,2013-01-23,Carrie Underwood,Two Black Cadillacs,51116275
2021-10-17,2013-06-07,Carrie Underwood,See You Again,47812889
2021-10-17,2014-06-26,Miranda Lambert,Somethin' Bad,133782461
2021-10-17,2014-11-06,Carrie Underwood,Something in the Water,33729758
2021-10-17,2015-01-31,Carrie Underwood,Little Toy Guns,22243584
2021-10-17,2015-08-25,Carrie Underwood,Smoke Break,20000564
2021-10-17,2015-12-02,Carrie Underwood,Heartbeat,22636856
2021-10-17,2016-05-12,Carrie Underwood,Church Bells,51919114
2021-10-17,2016-10-13,Carrie Underwood,Dirty Laundry,40567393
2021-10-17,2018-05-06,Carrie Underwood,Cry Pretty,21141200
2021-10-17,2018-09-11,Carrie Underwood,Love Wins,14646936
2021-10-17,2019-06-07,Carrie Underwood,Southbound,17808179
2021-10-17,2019-11-20,Carrie Underwood,Drinking Alone,15179415
2021-10-17,2020-11-20,Carrie Underwood,Hallelujah,7462123
2021-10-17,2021-09-08,Jason Aldean,If I Didn't Love You,3195470
2021-10-20,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",74356434
2021-10-20,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22047748
2021-10-20,2009-10-02,Carrie Underwood,Before He Cheats,139492677
2021-10-20,2009-10-02,Carrie Underwood,Wasted,30504713
2021-10-20,2009-10-02,Carrie Underwood,So Small,32360516
2021-10-20,2009-10-02,Carrie Underwood,All-American Girl,35949745
2021-10-20,2009-10-02,Carrie Underwood,Last Name,27264341
2021-10-20,2009-10-02,Carrie Underwood,Just A Dream,86901451
2021-10-20,2017-12-04,Carrie Underwood,I Told You So,3068126
2021-10-20,2009-11-14,Carrie Underwood,Cowboy Casanova,38627148
2021-10-20,2010-01-20,Carrie Underwood,Temporary Home,46625457
2021-10-20,2010-05-11,Carrie Underwood,Undo It,14514317
2021-10-20,2010-09-23,Carrie Underwood,Mama's Song,53756004
2021-10-20,2011-07-28,Brad Paisley,Remind Me,141307554
2021-10-20,2012-03-12,Carrie Underwood,Good Girl,38978087
2021-10-20,2012-08-01,Carrie Underwood,Blown Away,52074321
2021-10-20,2013-01-23,Carrie Underwood,Two Black Cadillacs,51162181
2021-10-20,2013-06-07,Carrie Underwood,See You Again,47827971
2021-10-20,2014-06-26,Miranda Lambert,Somethin' Bad,133865246
2021-10-20,2014-11-06,Carrie Underwood,Something in the Water,33742433
2021-10-20,2015-01-31,Carrie Underwood,Little Toy Guns,22254899
2021-10-20,2015-08-25,Carrie Underwood,Smoke Break,20005178
2021-10-20,2015-12-02,Carrie Underwood,Heartbeat,22644105
2021-10-20,2016-05-12,Carrie Underwood,Church Bells,51947593
2021-10-20,2016-10-13,Carrie Underwood,Dirty Laundry,40583262
2021-10-20,2018-05-06,Carrie Underwood,Cry Pretty,21148453
2021-10-20,2018-09-11,Carrie Underwood,Love Wins,14655423
2021-10-20,2019-06-07,Carrie Underwood,Southbound,17815899
2021-10-20,2019-11-20,Carrie Underwood,Drinking Alone,15195403
2021-10-20,2020-11-20,Carrie Underwood,Hallelujah,7477553
2021-10-20,2021-09-08,Jason Aldean,If I Didn't Love You,3449551
2021-10-30,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",74534198
2021-10-30,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22060258
2021-10-30,2009-10-02,Carrie Underwood,Before He Cheats,139796839
2021-10-30,2009-10-02,Carrie Underwood,Wasted,30522735
2021-10-30,2009-10-02,Carrie Underwood,So Small,32380317
2021-10-30,2009-10-02,Carrie Underwood,All-American Girl,35980782
2021-10-30,2009-10-02,Carrie Underwood,Last Name,27294153
2021-10-30,2009-10-02,Carrie Underwood,Just A Dream,86958929
2021-10-30,2017-12-04,Carrie Underwood,I Told You So,3104430
2021-10-30,2009-11-14,Carrie Underwood,Cowboy Casanova,38668711
2021-10-30,2010-01-20,Carrie Underwood,Temporary Home,46668824
2021-10-30,2010-05-11,Carrie Underwood,Undo It,14533278
2021-10-30,2010-09-23,Carrie Underwood,Mama's Song,53816459
2021-10-30,2011-07-28,Brad Paisley,Remind Me,141507907
2021-10-30,2012-03-12,Carrie Underwood,Good Girl,39034064
2021-10-30,2012-08-01,Carrie Underwood,Blown Away,52153506
2021-10-30,2013-01-23,Carrie Underwood,Two Black Cadillacs,51297071
2021-10-30,2013-06-07,Carrie Underwood,See You Again,47873014
2021-10-30,2014-06-26,Miranda Lambert,Somethin' Bad,134141818
2021-10-30,2014-11-06,Carrie Underwood,Something in the Water,33784381
2021-10-30,2015-01-31,Carrie Underwood,Little Toy Guns,22288179
2021-10-30,2015-08-25,Carrie Underwood,Smoke Break,20019363
2021-10-30,2015-12-02,Carrie Underwood,Heartbeat,22666581
2021-10-30,2016-05-12,Carrie Underwood,Church Bells,52028303
2021-10-30,2016-10-13,Carrie Underwood,Dirty Laundry,40625956
2021-10-30,2018-05-06,Carrie Underwood,Cry Pretty,21169387
2021-10-30,2018-09-11,Carrie Underwood,Love Wins,14681980
2021-10-30,2019-06-07,Carrie Underwood,Southbound,17839833
2021-10-30,2019-11-20,Carrie Underwood,Drinking Alone,15242776
2021-10-30,2020-11-20,Carrie Underwood,Hallelujah,7528327
2021-10-30,2021-09-08,Jason Aldean,If I Didn't Love You,4394988
2021-11-01,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",74573197
2021-11-01,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22062345
2021-11-01,2009-10-02,Carrie Underwood,Before He Cheats,139853636
2021-11-01,2009-10-02,Carrie Underwood,Wasted,30525790
2021-11-01,2009-10-02,Carrie Underwood,So Small,32383642
2021-11-01,2009-10-02,Carrie Underwood,All-American Girl,35985892
2021-11-01,2009-10-02,Carrie Underwood,Last Name,27299466
2021-11-01,2009-10-02,Carrie Underwood,Just A Dream,86968870
2021-11-01,2017-12-04,Carrie Underwood,I Told You So,3110507
2021-11-01,2009-11-14,Carrie Underwood,Cowboy Casanova,38676323
2021-11-01,2010-01-20,Carrie Underwood,Temporary Home,46677389
2021-11-01,2010-05-11,Carrie Underwood,Undo It,14536419
2021-11-01,2010-09-23,Carrie Underwood,Mama's Song,53826908
2021-11-01,2011-07-28,Brad Paisley,Remind Me,141544196
2021-11-01,2012-03-12,Carrie Underwood,Good Girl,39044004
2021-11-01,2012-08-01,Carrie Underwood,Blown Away,52167060
2021-11-01,2013-01-23,Carrie Underwood,Two Black Cadillacs,51320966
2021-11-01,2013-06-07,Carrie Underwood,See You Again,47880559
2021-11-01,2014-06-26,Miranda Lambert,Somethin' Bad,134193162
2021-11-01,2014-11-06,Carrie Underwood,Something in the Water,33791699
2021-11-01,2015-01-31,Carrie Underwood,Little Toy Guns,22293579
2021-11-01,2015-08-25,Carrie Underwood,Smoke Break,20021517
2021-11-01,2015-12-02,Carrie Underwood,Heartbeat,22670087
2021-11-01,2016-05-12,Carrie Underwood,Church Bells,52042329
2021-11-01,2016-10-13,Carrie Underwood,Dirty Laundry,40632865
2021-11-01,2018-05-06,Carrie Underwood,Cry Pretty,21172390
2021-11-01,2018-09-11,Carrie Underwood,Love Wins,14686534
2021-11-01,2019-06-07,Carrie Underwood,Southbound,17843598
2021-11-01,2019-11-20,Carrie Underwood,Drinking Alone,15251117
2021-11-01,2020-11-20,Carrie Underwood,Hallelujah,7538248
2021-11-01,2021-09-08,Jason Aldean,If I Didn't Love You,4602105
2021-11-06,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",74660410
2021-11-06,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22068329
2021-11-06,2009-10-02,Carrie Underwood,Before He Cheats,139986149
2021-11-06,2009-10-02,Carrie Underwood,Wasted,30533502
2021-11-06,2009-10-02,Carrie Underwood,So Small,32392518
2021-11-06,2009-10-02,Carrie Underwood,All-American Girl,35999626
2021-11-06,2009-10-02,Carrie Underwood,Last Name,27312914
2021-11-06,2009-10-02,Carrie Underwood,Just A Dream,86994105
2021-11-06,2017-12-04,Carrie Underwood,I Told You So,3125060
2021-11-06,2009-11-14,Carrie Underwood,Cowboy Casanova,38696122
2021-11-06,2010-01-20,Carrie Underwood,Temporary Home,46697440
2021-11-06,2010-05-11,Carrie Underwood,Undo It,14544880
2021-11-06,2010-09-23,Carrie Underwood,Mama's Song,53854328
2021-11-06,2011-07-28,Brad Paisley,Remind Me,141636448
2021-11-06,2012-03-12,Carrie Underwood,Good Girl,39069760
2021-11-06,2012-08-01,Carrie Underwood,Blown Away,52199756
2021-11-06,2013-01-23,Carrie Underwood,Two Black Cadillacs,51381876
2021-11-06,2013-06-07,Carrie Underwood,See You Again,47900458
2021-11-06,2014-06-26,Miranda Lambert,Somethin' Bad,134324058
2021-11-06,2014-11-06,Carrie Underwood,Something in the Water,33810784
2021-11-06,2015-01-31,Carrie Underwood,Little Toy Guns,22309550
2021-11-06,2015-08-25,Carrie Underwood,Smoke Break,20028004
2021-11-06,2015-12-02,Carrie Underwood,Heartbeat,22680307
2021-11-06,2016-05-12,Carrie Underwood,Church Bells,52078677
2021-11-06,2016-10-13,Carrie Underwood,Dirty Laundry,40652200
2021-11-06,2018-05-06,Carrie Underwood,Cry Pretty,21181727
2021-11-06,2018-09-11,Carrie Underwood,Love Wins,14698353
2021-11-06,2019-06-07,Carrie Underwood,Southbound,17854179
2021-11-06,2019-11-20,Carrie Underwood,Drinking Alone,15274046
2021-11-06,2020-11-20,Carrie Underwood,Hallelujah,7569744
2021-11-06,2021-09-08,Jason Aldean,If I Didn't Love You,5104076
2021-11-27,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75104712
2021-11-27,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22099674
2021-11-27,2009-10-02,Carrie Underwood,Before He Cheats,140586603
2021-11-27,2009-10-02,Carrie Underwood,Wasted,30574028
2021-11-27,2009-10-02,Carrie Underwood,So Small,32440970
2021-11-27,2009-10-02,Carrie Underwood,All-American Girl,36064671
2021-11-27,2009-10-02,Carrie Underwood,Last Name,27378120
2021-11-27,2009-10-02,Carrie Underwood,Just A Dream,87130329
2021-11-27,2017-12-04,Carrie Underwood,I Told You So,3185870
2021-11-27,2009-11-14,Carrie Underwood,Cowboy Casanova,38788207
2021-11-27,2010-01-20,Carrie Underwood,Temporary Home,46796028
2021-11-27,2010-05-11,Carrie Underwood,Undo It,14592235
2021-11-27,2010-09-23,Carrie Underwood,Mama's Song,53985632
2021-11-27,2011-07-28,Brad Paisley,Remind Me,142034415
2021-11-27,2012-03-12,Carrie Underwood,Good Girl,39191179
2021-11-27,2012-08-01,Carrie Underwood,Blown Away,52346864
2021-11-27,2013-01-23,Carrie Underwood,Two Black Cadillacs,51675702
2021-11-27,2013-06-07,Carrie Underwood,See You Again,47994757
2021-11-27,2014-06-26,Miranda Lambert,Somethin' Bad,134870056
2021-11-27,2014-11-06,Carrie Underwood,Something in the Water,33904252
2021-11-27,2015-01-31,Carrie Underwood,Little Toy Guns,22393715
2021-11-27,2015-08-25,Carrie Underwood,Smoke Break,20060461
2021-11-27,2015-12-02,Carrie Underwood,Heartbeat,22735825
2021-11-27,2016-05-12,Carrie Underwood,Church Bells,52270467
2021-11-27,2016-10-13,Carrie Underwood,Dirty Laundry,40759312
2021-11-27,2018-05-06,Carrie Underwood,Cry Pretty,21229172
2021-11-27,2018-09-11,Carrie Underwood,Love Wins,14759006
2021-11-27,2019-06-07,Carrie Underwood,Southbound,17911495
2021-11-27,2019-11-20,Carrie Underwood,Drinking Alone,15395562
2021-11-27,2020-11-20,Carrie Underwood,Hallelujah,7838667
2021-11-27,2021-09-08,Jason Aldean,If I Didn't Love You,7229328
2021-12-14,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75439612
2021-12-14,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22125251
2021-12-14,2009-10-02,Carrie Underwood,Before He Cheats,141048681
2021-12-14,2009-10-02,Carrie Underwood,Wasted,30608614
2021-12-14,2009-10-02,Carrie Underwood,So Small,32483402
2021-12-14,2009-10-02,Carrie Underwood,All-American Girl,36119812
2021-12-14,2009-10-02,Carrie Underwood,Last Name,27428869
2021-12-14,2009-10-02,Carrie Underwood,Just A Dream,87242156
2021-12-14,2017-12-04,Carrie Underwood,I Told You So,3227717
2021-12-14,2009-11-14,Carrie Underwood,Cowboy Casanova,38853721
2021-12-14,2010-01-20,Carrie Underwood,Temporary Home,46878233
2021-12-14,2010-05-11,Carrie Underwood,Undo It,14630443
2021-12-14,2010-09-23,Carrie Underwood,Mama's Song,54076320
2021-12-14,2011-07-28,Brad Paisley,Remind Me,142386725
2021-12-14,2012-03-12,Carrie Underwood,Good Girl,39280324
2021-12-14,2012-08-01,Carrie Underwood,Blown Away,52459459
2021-12-14,2013-01-23,Carrie Underwood,Two Black Cadillacs,51918358
2021-12-14,2013-06-07,Carrie Underwood,See You Again,48071401
2021-12-14,2014-06-26,Miranda Lambert,Somethin' Bad,135298349
2021-12-14,2014-11-06,Carrie Underwood,Something in the Water,33992452
2021-12-14,2015-01-31,Carrie Underwood,Little Toy Guns,22449726
2021-12-14,2015-08-25,Carrie Underwood,Smoke Break,20086519
2021-12-14,2015-12-02,Carrie Underwood,Heartbeat,22779638
2021-12-14,2016-05-12,Carrie Underwood,Church Bells,52420806
2021-12-14,2016-10-13,Carrie Underwood,Dirty Laundry,40842292
2021-12-14,2018-05-06,Carrie Underwood,Cry Pretty,21267422
2021-12-14,2018-09-11,Carrie Underwood,Love Wins,14802535
2021-12-14,2019-06-07,Carrie Underwood,Southbound,17963809
2021-12-14,2019-11-20,Carrie Underwood,Drinking Alone,15488985
2021-12-14,2020-11-20,Carrie Underwood,Hallelujah,8529202
2021-12-14,2021-09-08,Jason Aldean,If I Didn't Love You,8825906
2021-12-19,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75530245
2021-12-19,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22131944
2021-12-19,2009-10-02,Carrie Underwood,Before He Cheats,141186004
2021-12-19,2009-10-02,Carrie Underwood,Wasted,30618485
2021-12-19,2009-10-02,Carrie Underwood,So Small,32494295
2021-12-19,2009-10-02,Carrie Underwood,All-American Girl,36135666
2021-12-19,2009-10-02,Carrie Underwood,Last Name,27442456
2021-12-19,2009-10-02,Carrie Underwood,Just A Dream,87271155
2021-12-19,2017-12-04,Carrie Underwood,I Told You So,3243202
2021-12-19,2009-11-14,Carrie Underwood,Cowboy Casanova,38872579
2021-12-19,2010-01-20,Carrie Underwood,Temporary Home,46898681
2021-12-19,2010-05-11,Carrie Underwood,Undo It,14640473
2021-12-19,2010-09-23,Carrie Underwood,Mama's Song,54100083
2021-12-19,2011-07-28,Brad Paisley,Remind Me,142490029
2021-12-19,2012-03-12,Carrie Underwood,Good Girl,39305722
2021-12-19,2012-08-01,Carrie Underwood,Blown Away,52494254
2021-12-19,2013-01-23,Carrie Underwood,Two Black Cadillacs,51989289
2021-12-19,2013-06-07,Carrie Underwood,See You Again,48091156
2021-12-19,2014-06-26,Miranda Lambert,Somethin' Bad,135429986
2021-12-19,2014-11-06,Carrie Underwood,Something in the Water,34013131
2021-12-19,2015-01-31,Carrie Underwood,Little Toy Guns,22463417
2021-12-19,2015-08-25,Carrie Underwood,Smoke Break,20093459
2021-12-19,2015-12-02,Carrie Underwood,Heartbeat,22790622
2021-12-19,2016-05-12,Carrie Underwood,Church Bells,52462122
2021-12-19,2016-10-13,Carrie Underwood,Dirty Laundry,40865642
2021-12-19,2018-05-06,Carrie Underwood,Cry Pretty,21276251
2021-12-19,2018-09-11,Carrie Underwood,Love Wins,14813402
2021-12-19,2019-06-07,Carrie Underwood,Southbound,17977637
2021-12-19,2019-11-20,Carrie Underwood,Drinking Alone,15513757
2021-12-19,2020-11-20,Carrie Underwood,Hallelujah,8833081
2021-12-19,2021-09-08,Jason Aldean,If I Didn't Love You,9261510
2021-12-21,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75567430
2021-12-21,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22135141
2021-12-21,2009-10-02,Carrie Underwood,Before He Cheats,141240070
2021-12-21,2009-10-02,Carrie Underwood,Wasted,30622978
2021-12-21,2009-10-02,Carrie Underwood,So Small,32499062
2021-12-21,2009-10-02,Carrie Underwood,All-American Girl,36142907
2021-12-21,2009-10-02,Carrie Underwood,Last Name,27448586
2021-12-21,2009-10-02,Carrie Underwood,Just A Dream,87283839
2021-12-21,2017-12-04,Carrie Underwood,I Told You So,3249590
2021-12-21,2009-11-14,Carrie Underwood,Cowboy Casanova,38880925
2021-12-21,2010-01-20,Carrie Underwood,Temporary Home,46907177
2021-12-21,2010-05-11,Carrie Underwood,Undo It,14644912
2021-12-21,2010-09-23,Carrie Underwood,Mama's Song,54110325
2021-12-21,2011-07-28,Brad Paisley,Remind Me,142531672
2021-12-21,2012-03-12,Carrie Underwood,Good Girl,39316889
2021-12-21,2012-08-01,Carrie Underwood,Blown Away,52507891
2021-12-21,2013-01-23,Carrie Underwood,Two Black Cadillacs,52020080
2021-12-21,2013-06-07,Carrie Underwood,See You Again,48099243
2021-12-21,2014-06-26,Miranda Lambert,Somethin' Bad,135487516
2021-12-21,2014-11-06,Carrie Underwood,Something in the Water,34021717
2021-12-21,2015-01-31,Carrie Underwood,Little Toy Guns,22469585
2021-12-21,2015-08-25,Carrie Underwood,Smoke Break,20096386
2021-12-21,2015-12-02,Carrie Underwood,Heartbeat,22795689
2021-12-21,2016-05-12,Carrie Underwood,Church Bells,52480447
2021-12-21,2016-10-13,Carrie Underwood,Dirty Laundry,40876712
2021-12-21,2018-05-06,Carrie Underwood,Cry Pretty,21280087
2021-12-21,2018-09-11,Carrie Underwood,Love Wins,14818015
2021-12-21,2019-06-07,Carrie Underwood,Southbound,17982826
2021-12-21,2019-11-20,Carrie Underwood,Drinking Alone,15523373
2021-12-21,2020-11-20,Carrie Underwood,Hallelujah,8946741
2021-12-21,2021-09-08,Jason Aldean,If I Didn't Love You,9436885
2021-12-22,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75586177
2021-12-22,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22136536
2021-12-22,2009-10-02,Carrie Underwood,Before He Cheats,141267464
2021-12-22,2009-10-02,Carrie Underwood,Wasted,30625063
2021-12-22,2009-10-02,Carrie Underwood,So Small,32501197
2021-12-22,2009-10-02,Carrie Underwood,All-American Girl,36146389
2021-12-22,2009-10-02,Carrie Underwood,Last Name,27451668
2021-12-22,2009-10-02,Carrie Underwood,Just A Dream,87289713
2021-12-22,2017-12-04,Carrie Underwood,I Told You So,3252115
2021-12-22,2009-11-14,Carrie Underwood,Cowboy Casanova,38884861
2021-12-22,2010-01-20,Carrie Underwood,Temporary Home,46911869
2021-12-22,2010-05-11,Carrie Underwood,Undo It,14647033
2021-12-22,2010-09-23,Carrie Underwood,Mama's Song,54115640
2021-12-22,2011-07-28,Brad Paisley,Remind Me,142550324
2021-12-22,2012-03-12,Carrie Underwood,Good Girl,39322222
2021-12-22,2012-08-01,Carrie Underwood,Blown Away,52514811
2021-12-22,2013-01-23,Carrie Underwood,Two Black Cadillacs,52035517
2021-12-22,2013-06-07,Carrie Underwood,See You Again,48103013
2021-12-22,2014-06-26,Miranda Lambert,Somethin' Bad,135513314
2021-12-22,2014-11-06,Carrie Underwood,Something in the Water,34025600
2021-12-22,2015-01-31,Carrie Underwood,Little Toy Guns,22472515
2021-12-22,2015-08-25,Carrie Underwood,Smoke Break,20097808
2021-12-22,2015-12-02,Carrie Underwood,Heartbeat,22797959
2021-12-22,2016-05-12,Carrie Underwood,Church Bells,52489112
2021-12-22,2016-10-13,Carrie Underwood,Dirty Laundry,40881896
2021-12-22,2018-05-06,Carrie Underwood,Cry Pretty,21281898
2021-12-22,2018-09-11,Carrie Underwood,Love Wins,14820194
2021-12-22,2019-06-07,Carrie Underwood,Southbound,17985530
2021-12-22,2019-11-20,Carrie Underwood,Drinking Alone,15527922
2021-12-22,2020-11-20,Carrie Underwood,Hallelujah,9003269
2021-12-22,2021-09-08,Jason Aldean,If I Didn't Love You,9518279
2021-12-23,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75601813
2021-12-23,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22137708
2021-12-23,2009-10-02,Carrie Underwood,Before He Cheats,141289503
2021-12-23,2009-10-02,Carrie Underwood,Wasted,30626779
2021-12-23,2009-10-02,Carrie Underwood,So Small,32502963
2021-12-23,2009-10-02,Carrie Underwood,All-American Girl,36148940
2021-12-23,2009-10-02,Carrie Underwood,Last Name,27453903
2021-12-23,2009-10-02,Carrie Underwood,Just A Dream,87293809
2021-12-23,2017-12-04,Carrie Underwood,I Told You So,3254158
2021-12-23,2009-11-14,Carrie Underwood,Cowboy Casanova,38887921
2021-12-23,2010-01-20,Carrie Underwood,Temporary Home,46915607
2021-12-23,2010-05-11,Carrie Underwood,Undo It,14648728
2021-12-23,2010-09-23,Carrie Underwood,Mama's Song,54119705
2021-12-23,2011-07-28,Brad Paisley,Remind Me,142566159
2021-12-23,2012-03-12,Carrie Underwood,Good Girl,39326456
2021-12-23,2012-08-01,Carrie Underwood,Blown Away,52520111
2021-12-23,2013-01-23,Carrie Underwood,Two Black Cadillacs,52045954
2021-12-23,2013-06-07,Carrie Underwood,See You Again,48106125
2021-12-23,2014-06-26,Miranda Lambert,Somethin' Bad,135534486
2021-12-23,2014-11-06,Carrie Underwood,Something in the Water,34028639
2021-12-23,2015-01-31,Carrie Underwood,Little Toy Guns,22474746
2021-12-23,2015-08-25,Carrie Underwood,Smoke Break,20098903
2021-12-23,2015-12-02,Carrie Underwood,Heartbeat,22799794
2021-12-23,2016-05-12,Carrie Underwood,Church Bells,52495541
2021-12-23,2016-10-13,Carrie Underwood,Dirty Laundry,40885960
2021-12-23,2018-05-06,Carrie Underwood,Cry Pretty,21283334
2021-12-23,2018-09-11,Carrie Underwood,Love Wins,14821967
2021-12-23,2019-06-07,Carrie Underwood,Southbound,17987494
2021-12-23,2019-11-20,Carrie Underwood,Drinking Alone,15531626
2021-12-23,2020-11-20,Carrie Underwood,Hallelujah,9052143
2021-12-23,2021-09-08,Jason Aldean,If I Didn't Love You,9585745
2021-12-29,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",75709911
2021-12-29,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22146799
2021-12-29,2009-10-02,Carrie Underwood,Before He Cheats,141473341
2021-12-29,2009-10-02,Carrie Underwood,Wasted,30639799
2021-12-29,2009-10-02,Carrie Underwood,So Small,32516294
2021-12-29,2009-10-02,Carrie Underwood,All-American Girl,36169233
2021-12-29,2009-10-02,Carrie Underwood,Last Name,27471346
2021-12-29,2009-10-02,Carrie Underwood,Just A Dream,87326198
2021-12-29,2017-12-04,Carrie Underwood,I Told You So,3270954
2021-12-29,2009-11-14,Carrie Underwood,Cowboy Casanova,38912544
2021-12-29,2010-01-20,Carrie Underwood,Temporary Home,46943536
2021-12-29,2010-05-11,Carrie Underwood,Undo It,14661264
2021-12-29,2010-09-23,Carrie Underwood,Mama's Song,54150524
2021-12-29,2011-07-28,Brad Paisley,Remind Me,142688359
2021-12-29,2012-03-12,Carrie Underwood,Good Girl,39360050
2021-12-29,2012-08-01,Carrie Underwood,Blown Away,52562532
